CustomerKey;Prefix;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;AnnualIncome;TotalChildren;EducationLevel;Occupation;HomeOwner
19523;MS.;BRITTNEY;HOLT;23.02.1978;S;F;brittney4@gmail.com;30000;0;High School;Manual;N
19524;MS.;DENISE;MALHOTRA;3.02.1978;S;F;denise7@gmail.com;30000;0;High School;Manual;N
19525;MS.;HANNAH;FLORES;24.05.1960;S;F;hannah34@gmail.com;40000;0;Bachelors;Professional;N
19526;MS.;ANGELA;COOPER;4.07.1967;S;F;angela35@gmail.com;50000;0;Partial College;Skilled Manual;N
19527;MR.;GABRIEL;ADAMS;16.06.1967;S;M;gabriel47@gmail.com;50000;0;Partial College;Skilled Manual;N
19528;MS.;BAILEY;HALL;14.05.1967;S;F;bailey42@gmail.com;50000;0;Partial College;Skilled Manual;N
19529;MS.;BAILEY;PARKER;9.08.1967;S;F;bailey28@gmail.com;60000;0;Graduate Degree;Professional;N
19530;MS.;LISA;LIANG;4.07.1967;S;F;lisa20@gmail.com;60000;0;Graduate Degree;Professional;Y
19531;MR.;JOHN;ROBINSON;6.10.1967;S;M;john40@gmail.com;60000;0;Graduate Degree;Professional;N
19532;MS.;VICTORIA;BROWN;1.02.1967;S;F;victoria5@gmail.com;60000;0;Graduate Degree;Professional;Y
19533;MS.;VANESSA;LONG;5.04.1967;S;F;vanessa10@gmail.com;60000;0;Graduate Degree;Professional;N
19534;MR.;ADRIAN;TORRES;24.06.1967;S;M;adrian6@gmail.com;60000;0;Graduate Degree;Professional;Y
19535;MR.;ALEX;MITCHELL;22.07.1967;S;M;alex40@gmail.com;60000;0;Graduate Degree;Professional;N
19536;MRS.;BROOKE;COOPER;10.05.1960;M;F;brooke15@gmail.com;60000;1;Partial College;Skilled Manual;Y
19537;MRS.;MICHELLE;BROOKS;5.10.1960;M;F;michelle3@gmail.com;60000;1;Partial College;Skilled Manual;Y
19538;MR.;CONNOR;HALL;9.04.1960;M;M;connor49@gmail.com;60000;1;Partial College;Skilled Manual;N
19539;MRS.;LATOYA;RAJI;27.09.1959;M;F;latoya20@gmail.com;60000;1;Partial College;Skilled Manual;Y
19540;MRS.;JADE;RICHARDSON;3.10.1959;M;F;jade7@gmail.com;60000;4;Bachelors;Professional;Y
19541;MRS.;ALEXANDRA;COOPER;9.03.1959;M;F;alexandra12@gmail.com;60000;4;Bachelors;Professional;N
19542;MR.;ROBERT;ALLEN;21.07.1959;M;M;robert88@gmail.com;70000;1;Graduate Degree;Professional;Y
19543;MR.;EVAN;TORRES;11.07.1959;M;M;evan4@gmail.com;70000;5;Graduate Degree;Professional;N
19544;MRS.;KATHERINE;PRICE;8.03.1959;M;F;katherine25@gmail.com;70000;5;Graduate Degree;Professional;Y
19545;MR.;GARRETT;WATSON;22.10.1958;S;M;garrett4@gmail.com;60000;1;Bachelors;Professional;Y
19546;MR.;ANGEL;CAMPBELL;9.06.1958;S;M;angel29@gmail.com;60000;1;Bachelors;Professional;Y
19547;MRS.;LAUREN;PATTERSON;15.02.1958;M;F;lauren58@gmail.com;60000;1;Bachelors;Professional;Y
19548;MRS.;KAITLYN;HOWARD;18.10.1958;M;F;kaitlyn58@gmail.com;60000;1;Bachelors;Professional;Y
19549;MR.;KEVIN;SHARMA;21.08.1958;M;M;kevin33@gmail.com;60000;1;Bachelors;Professional;Y
19550;MR.;LUCAS;PEREZ;10.10.1958;M;M;lucas4@gmail.com;60000;1;Bachelors;Professional;Y
19551;MR.;SAMUEL;ALEXANDER;2.02.1958;M;M;samuel18@gmail.com;70000;5;Graduate Degree;Professional;Y
19552;MRS.;MARGARET;ZHU;7.07.1958;M;F;margaret20@gmail.com;70000;5;Graduate Degree;Professional;N
19553;MRS.;KAREN;WANG;5.10.1958;M;F;karen11@gmail.com;70000;5;Graduate Degree;Professional;Y
19554;MR.;EMMANUEL;RAMAN;6.10.1958;S;M;emmanuel11@gmail.com;70000;5;Bachelors;Professional;Y
19555;MR.;ALEJANDRO;LIU;21.01.1969;M;M;alejandro6@gmail.com;90000;1;Graduate Degree;Management;N
19556;MRS.;SHAWNA;ANDERSEN;3.07.1969;M;F;shawna14@gmail.com;90000;1;Graduate Degree;Management;Y
19557;MRS.;BRIDGET;SHE;8.09.1968;S;F;bridget1@gmail.com;60000;2;Bachelors;Professional;N
19558;MRS.;GLORIA;ORTEGA;8.03.1970;M;F;gloria22@gmail.com;80000;4;Graduate Degree;Management;Y
19559;MR.;CEDRIC;CAI;17.12.1970;M;M;cedric21@gmail.com;80000;5;Graduate Degree;Management;Y
19560;MR.;RANDALL;MARTIN;27.04.1970;M;M;randall1@gmail.com;90000;2;Bachelors;Professional;Y
19561;MR.;ORLANDO;SERRANO;20.05.1970;M;M;orlando16@gmail.com;90000;2;Bachelors;Professional;Y
19562;MRS.;LEAH;GUO;22.09.1968;S;F;leah14@gmail.com;60000;2;Bachelors;Professional;Y
19563;MRS.;ROBIN;MORENO;16.10.1968;M;F;robin3@gmail.com;60000;2;Bachelors;Professional;Y
19564;MR.;LAWRENCE;GUTIERREZ;15.12.1968;M;M;lawrence9@gmail.com;60000;2;Bachelors;Professional;Y
19565;MRS.;PATRICIA;SAUNDERS;7.02.1968;M;F;patricia14@gmail.com;60000;2;Bachelors;Professional;Y
19566;MR.;RUBEN;SARA;5.02.1968;S;M;ruben11@gmail.com;70000;5;Bachelors;Professional;Y
19567;MRS.;BARBARA;HU;13.06.1967;M;F;barbara29@gmail.com;70000;5;Bachelors;Professional;N
19568;MRS.;CANDICE;SUN;6.09.1969;M;F;candice19@gmail.com;120000;1;Graduate Degree;Management;N
19569;MRS.;KELLIE;TORRES;13.12.1967;M;F;kellie10@gmail.com;70000;5;Bachelors;Professional;Y
19570;MRS.;KRISTY;NAVARRO;14.05.1967;M;F;kristy9@gmail.com;80000;5;Graduate Degree;Management;Y
19571;MRS.;SYDNEY;JOHNSON;13.08.1967;S;F;sydney65@gmail.com;80000;5;Graduate Degree;Management;Y
19572;MRS.;MELISSA;BAILEY;21.04.1967;M;F;melissa38@gmail.com;80000;5;Graduate Degree;Management;Y
19573;MRS.;DEANNA;RUBIO;14.11.1967;M;F;deanna47@gmail.com;80000;5;Graduate Degree;Management;N
19574;MRS.;MICHELE;RAMOS;10.02.1966;S;F;michele51@gmail.com;80000;5;Graduate Degree;Management;Y
19575;MR.;MARCO;PATEL;27.08.1966;S;M;marco3@gmail.com;80000;5;Bachelors;Professional;Y
19576;MS.;MACKENZIE;HILL;20.01.1966;S;F;mackenzie33@gmail.com;90000;0;Bachelors;Professional;Y
19577;MR.;MARTIN;PEREZ;20.08.1966;M;M;martin5@gmail.com;90000;0;Bachelors;Professional;Y
19578;MR.;MAX;RUBIO;14.08.1965;M;M;max19@gmail.com;60000;3;Bachelors;Professional;Y
19579;MRS.;DAWN;ZHENG;27.08.1965;M;F;dawn21@gmail.com;60000;3;Bachelors;Professional;Y
19580;MR.;EDDIE;SANZ;4.09.1965;M;M;eddie20@gmail.com;60000;3;Bachelors;Professional;Y
19581;MR.;TODD;MA;8.02.1965;M;M;todd15@gmail.com;70000;5;Bachelors;Professional;Y
19582;MRS.;BETHANY;LUO;25.09.1968;S;F;bethany9@gmail.com;70000;5;Bachelors;Professional;Y
19583;MR.;JAKE;LI;15.05.1968;M;M;jake3@gmail.com;70000;5;Bachelors;Professional;Y
19584;MR.;TERRANCE;SANCHEZ;8.05.1968;S;M;terrance18@gmail.com;70000;0;Bachelors;Professional;N
19585;MS.;KRISTI;FERNANDEZ;14.11.1968;S;F;kristi33@gmail.com;70000;0;Bachelors;Professional;N
19586;MR.;ALVIN;SHARMA;6.06.1968;S;M;alvin32@gmail.com;70000;0;Bachelors;Professional;Y
19587;MRS.;ALYSSA;MARTIN;27.06.1968;M;F;alyssa14@gmail.com;80000;5;Bachelors;Professional;Y
19588;MR.;RAYMOND;RAMAN;4.07.1968;M;M;raymond14@gmail.com;80000;5;Bachelors;Professional;Y
19589;MR.;JAKE;HUANG;7.09.1964;M;M;jake6@gmail.com;60000;3;Bachelors;Professional;Y
19590;MR.;MARTIN;SUBRAM;23.03.1964;M;M;martin18@gmail.com;60000;4;Bachelors;Professional;Y
19591;MR.;DEREK;RAJI;3.03.1964;S;M;derek19@gmail.com;70000;0;Bachelors;Professional;N
19592;MRS.;TARA;XU;25.02.1963;S;F;tara5@gmail.com;60000;3;Bachelors;Professional;N
19593;MRS.;CARLA;RANA;14.10.1963;S;F;carla13@gmail.com;60000;3;Bachelors;Professional;N
19594;MS.;SUZANNE;LIU;18.08.1963;S;F;suzanne5@gmail.com;70000;0;Bachelors;Professional;N
19595;MR.;CARL;RAJI;16.03.1963;S;M;carl20@gmail.com;70000;0;Bachelors;Professional;N
19596;MR.;ALLEN;FERNANDEZ;11.05.1963;S;M;allen14@gmail.com;70000;0;Bachelors;Professional;N
19597;MR.;JAY;MARTIN;25.09.1967;M;M;jay29@gmail.com;90000;4;Bachelors;Professional;Y
19599;MR.;ALVIN;JAI;4.02.1961;M;M;alvin33@gmail.com;60000;1;Partial College;Skilled Manual;N
19600;MRS.;LACEY;ANDERSEN;14.08.1961;M;F;lacey3@gmail.com;60000;1;Partial College;Skilled Manual;Y
19601;MR.;ALFREDO;SUAREZ;17.01.1961;M;M;alfredo20@gmail.com;60000;1;Partial College;Skilled Manual;Y
19602;MR.;STANLEY;MADAN;11.04.1966;S;M;stanley8@gmail.com;100000;0;Bachelors;Professional;Y
19603;MS.;TABITHA;HERNANDEZ;19.11.1966;S;F;tabitha23@gmail.com;100000;0;Bachelors;Professional;N
19604;MS.;WENDY;BLANCO;6.09.1966;S;F;wendy14@gmail.com;110000;0;Graduate Degree;Management;N
19605;MR.;BRAD;SHAN;27.11.1960;M;M;brad10@gmail.com;60000;1;Partial College;Skilled Manual;Y
19606;MR.;GABRIEL;PARKER;23.05.1932;S;M;gabriel30@gmail.com;20000;3;High School;Skilled Manual;Y
19607;MR.;TROY;SUBRAM;21.02.1965;S;M;troy14@gmail.com;70000;0;Bachelors;Professional;Y
19608;MR.;HAROLD;PRASAD;28.10.1965;M;M;harold6@gmail.com;80000;5;Bachelors;Professional;Y
19609;MS.;KARI;MARTINEZ;22.06.1964;S;F;kari18@gmail.com;70000;0;Bachelors;Professional;N
19610;MRS.;DEBORAH;ANDERSEN;23.06.1959;M;F;deborah17@gmail.com;90000;1;Bachelors;Professional;Y
19611;MS.;MEAGAN;PRASAD;15.10.1963;S;F;meagan9@gmail.com;70000;0;Bachelors;Professional;N
19612;MR.;MARVIN;SANZ;26.02.1963;S;M;marvin20@gmail.com;70000;0;Bachelors;Professional;N
19613;MR.;RUBEN;GARCIA;20.09.1963;S;M;ruben16@gmail.com;70000;0;Bachelors;Professional;N
19614;MR.;WYATT;WILLIAMS;4.08.1963;S;M;wyatt2@gmail.com;70000;0;Bachelors;Professional;N
19615;MR.;FRANKLIN;SUN;3.12.1962;S;M;franklin12@gmail.com;60000;1;Partial College;Skilled Manual;Y
19616;MRS.;STEFANIE;RANA;4.06.1962;M;F;stefanie8@gmail.com;60000;1;Partial College;Skilled Manual;Y
19617;MR.;KEITH;NATH;16.03.1962;M;M;keith22@gmail.com;70000;5;Bachelors;Professional;Y
19618;MR.;ROSS;JOHNSEN;10.05.1962;M;M;ross26@gmail.com;70000;5;Partial College;Skilled Manual;Y
19619;MR.;EDUARDO;MORRIS;11.11.1962;M;M;eduardo85@gmail.com;70000;5;Partial College;Skilled Manual;Y
19620;MR.;ANDY;VAZQUEZ;16.11.1961;S;M;andy19@gmail.com;60000;1;Partial College;Skilled Manual;Y
19621;MRS.;MARIAH;BARNES;6.06.1958;M;F;mariah7@gmail.com;80000;5;Bachelors;Professional;Y
19622;MR.;ROGER;YUAN;26.12.1958;M;M;roger34@gmail.com;90000;2;Bachelors;Professional;Y
19623;MRS.;CRISTINA;TANG;10.11.1958;M;F;cristina4@gmail.com;100000;4;Bachelors;Management;Y
19624;MR.;WESLEY;ZHU;9.01.1957;M;M;wesley14@gmail.com;70000;1;Partial College;Skilled Manual;Y
19625;MR.;IVAN;GONZALEZ;19.03.1957;S;M;ivan15@gmail.com;70000;1;Partial College;Skilled Manual;Y
19626;MR.;BRADLEY;ANAND;8.10.1960;M;M;bradley24@gmail.com;70000;5;Partial College;Skilled Manual;Y
19627;MRS.;KARI;BLANCO;4.02.1960;M;F;kari36@gmail.com;70000;5;Partial College;Skilled Manual;Y
19628;MRS.;HOLLY;MARTINEZ;7.11.1956;S;F;holly17@gmail.com;70000;1;Partial College;Skilled Manual;N
19629;MRS.;THERESA;CARLSON;14.02.1956;M;F;theresa14@gmail.com;70000;1;Partial College;Skilled Manual;Y
19630;MRS.;JODI;RAJE;13.09.1956;M;F;jodi14@gmail.com;80000;1;Partial College;Skilled Manual;Y
19631;MR.;TIMOTHY;SCOTT;26.03.1953;M;M;timothy37@gmail.com;40000;2;Bachelors;Management;Y
19632;MR.;LAWRENCE;VAZQUEZ;23.10.1949;S;M;lawrence13@gmail.com;10000;2;High School;Skilled Manual;Y
19633;MS.;DESTINY;GRAY;24.08.1976;S;F;destiny41@gmail.com;30000;0;High School;Skilled Manual;Y
19634;MR.;GREGORY;NATH;11.04.1975;M;M;gregory22@gmail.com;40000;0;High School;Skilled Manual;Y
19635;MS.;DAWN;SHAN;28.10.1976;S;F;dawn34@gmail.com;40000;0;High School;Skilled Manual;Y
19636;MS.;JESSICA;LEE;17.11.1976;M;F;jessica70@gmail.com;40000;0;High School;Skilled Manual;Y
19637;MR.;EDUARDO;LONG;7.07.1976;S;M;eduardo54@gmail.com;40000;0;High School;Skilled Manual;N
19638;MS.;KIMBERLY;PETERSON;26.10.1980;M;F;kimberly8@gmail.com;30000;0;High School;Skilled Manual;N
19639;MR.;VICTOR;GILL;15.03.1980;S;M;victor14@gmail.com;30000;0;High School;Skilled Manual;Y
19640;MR.;RICHARD;WALKER;17.09.1980;M;M;richard17@gmail.com;30000;0;High School;Skilled Manual;Y
19641;MR.;RICHARD;EVANS;21.03.1980;S;M;richard37@gmail.com;30000;0;Partial High School;Clerical;N
19642;MS.;KAYLEE;EVANS;9.03.1979;S;F;kaylee20@gmail.com;30000;0;Partial High School;Clerical;N
19643;MS.;JACQUELINE;WATSON;23.12.1978;M;F;jacqueline24@gmail.com;40000;0;High School;Skilled Manual;Y
19644;MS.;GLORIA;GILL;20.09.1977;S;F;gloria14@gmail.com;30000;0;Partial High School;Clerical;Y
19645;MR.;CARLOS;ROGERS;18.01.1977;M;M;carlos22@gmail.com;40000;0;High School;Skilled Manual;N
19646;MR.;IAN;LEE;5.07.1979;S;M;ian20@gmail.com;30000;0;Partial High School;Clerical;N
19647;MS.;HAILEY;SANDERS;18.10.1979;S;F;hailey20@gmail.com;30000;0;Partial High School;Clerical;N
19648;MS.;LAUREN;HALL;4.10.1979;S;F;lauren42@gmail.com;30000;0;Partial High School;Clerical;Y
19649;MS.;ELIZABETH;MARTIN;26.08.1979;S;F;elizabeth18@gmail.com;40000;0;High School;Skilled Manual;Y
19650;MRS.;SABRINA;SANZ;27.04.1939;M;F;sabrina14@gmail.com;30000;2;Partial College;Clerical;N
19651;MR.;JARROD;PEREZ;14.11.1939;M;M;jarrod20@gmail.com;40000;2;Bachelors;Management;Y
19652;MR.;DOUGLAS;RODRIGUEZ;16.11.1942;S;M;douglas23@gmail.com;40000;2;Bachelors;Management;Y
19653;MRS.;TINA;GONZALEZ;15.03.1942;M;F;tina20@gmail.com;50000;2;Graduate Degree;Management;Y
19654;MR.;RICHARD;ALEXANDER;17.04.1976;M;M;richard74@gmail.com;40000;0;High School;Skilled Manual;N
19655;MS.;CINDY;MURPHY;14.11.1976;S;F;cindy24@gmail.com;60000;0;Partial College;Skilled Manual;N
19656;MS.;SYDNEY;TRAVERS;23.08.1974;M;F;sydney14@gmail.com;30000;0;Partial College;Skilled Manual;Y
19657;MS.;EMILY;GRIFFIN;22.03.1972;S;F;emily46@gmail.com;80000;0;Bachelors;Management;N
19658;MR.;DYLAN;RUSSELL;4.04.1968;S;M;dylan19@gmail.com;90000;4;Bachelors;Management;Y
19659;MR.;WYATT;ROBINSON;22.11.1963;S;M;wyatt19@gmail.com;70000;0;Partial College;Skilled Manual;N
19660;MR.;DEVIN;HILL;4.02.1963;M;M;devin27@gmail.com;80000;4;Bachelors;Management;Y
19661;MR.;NATHANIEL;COX;25.02.1968;S;M;nathaniel11@gmail.com;90000;4;Bachelors;Management;Y
19662;MRS.;LAUREN;POWELL;20.05.1968;M;F;lauren56@gmail.com;90000;4;Bachelors;Management;Y
19663;MR.;ALEX;ALLEN;15.11.1968;M;M;alex46@gmail.com;90000;4;Partial College;Skilled Manual;Y
19664;MR.;ETHAN;ALEXANDER;17.07.1968;S;M;ethan15@gmail.com;100000;3;Bachelors;Management;N
19665;MR.;EDUARDO;GONZALES;12.04.1968;M;M;eduardo61@gmail.com;110000;2;Graduate Degree;Management;Y
19666;MRS.;HAILEY;ALEXANDER;6.12.1944;M;F;hailey39@gmail.com;10000;5;High School;Skilled Manual;Y
19667;MR.;BILLY;CARLSON;17.07.1944;M;M;billy18@gmail.com;20000;4;High School;Skilled Manual;N
19668;MR.;ERICK;PATEL;12.10.1978;M;M;erick2@gmail.com;40000;0;Partial College;Skilled Manual;N
19669;MS.;HAILEY;HILL;27.04.1978;S;F;hailey61@gmail.com;40000;0;Partial College;Skilled Manual;N
19670;MR.;ERIK;GUTIERREZ;16.03.1978;S;M;erik11@gmail.com;60000;0;Partial College;Skilled Manual;N
19671;MR.;MICHAEL;DAVIS;2.07.1978;M;M;michael37@gmail.com;60000;0;Partial College;Skilled Manual;Y
19672;MRS.;ROSA;ZHAO;16.06.1945;M;F;rosa11@gmail.com;10000;2;Partial High School;Clerical;Y
19673;MR.;MATHEW;NAVARRO;13.02.1945;M;M;mathew6@gmail.com;10000;2;Partial High School;Clerical;Y
19674;MRS.;CASEY;DENG;27.09.1945;S;F;casey1@gmail.com;10000;2;Partial High School;Clerical;Y
19675;MR.;DWAYNE;GILL;10.03.1946;M;M;dwayne13@gmail.com;20000;4;High School;Skilled Manual;Y
19676;MRS.;DIANA;GUTIERREZ;15.09.1946;M;F;diana10@gmail.com;20000;4;High School;Skilled Manual;N
19677;MR.;DYLAN;SHAN;19.11.1946;M;M;dylan30@gmail.com;20000;4;High School;Skilled Manual;N
19678;MR.;MARTIN;RODRIGUEZ;7.08.1971;M;M;martin3@gmail.com;60000;1;Graduate Degree;Skilled Manual;Y
19679;MR.;ERICK;RANA;11.03.1971;M;M;erick11@gmail.com;60000;1;Graduate Degree;Skilled Manual;Y
19680;MRS.;JAN;KING;3.12.1971;M;F;jan16@gmail.com;60000;1;Graduate Degree;Skilled Manual;Y
19681;MRS.;MORGAN;KING;9.09.1972;M;F;morgan16@gmail.com;50000;1;Graduate Degree;Skilled Manual;Y
19682;MR.;ERIC;KUMAR;7.08.1972;M;M;eric36@gmail.com;50000;1;Bachelors;Skilled Manual;Y
19683;MR.;MARCUS;PARKER;7.01.1972;M;M;marcus45@gmail.com;60000;1;Graduate Degree;Skilled Manual;Y
19684;MS.;ALEXANDRA;LEE;3.09.1964;S;F;alexandra86@gmail.com;90000;0;Partial College;Professional;N
19685;MRS.;BRANDY;PEREZ;16.03.1964;M;F;brandy17@gmail.com;110000;3;Bachelors;Management;Y
19686;MR.;CHARLES;HERNANDEZ;21.06.1964;M;M;charles30@gmail.com;130000;2;Graduate Degree;Management;Y
19687;MR.;CONNOR;COLEMAN;1.06.1964;M;M;connor2@gmail.com;130000;3;Bachelors;Management;Y
19688;MR.;TIMOTHY;BAKER;12.02.1956;M;M;timothy33@gmail.com;70000;4;Partial College;Professional;N
19689;MRS.;ELIZABETH;GONZALES;11.03.1956;S;F;elizabeth45@gmail.com;90000;2;Partial College;Professional;Y
19690;MR.;ROBERT;WHITE;22.05.1934;S;M;robert71@gmail.com;170000;0;Graduate Degree;Management;N
19691;MS.;GABRIELLA;COX;4.03.1963;S;F;gabriella8@gmail.com;90000;0;Partial College;Professional;N
19692;MR.;AARON;EDWARDS;15.11.1963;M;M;aaron34@gmail.com;110000;4;Bachelors;Management;Y
19693;MRS.;KAYLA;FOSTER;28.12.1962;M;F;kayla40@gmail.com;80000;5;Partial College;Professional;Y
19694;MRS.;STEPHANIE;PEREZ;14.09.1962;M;F;stephanie57@gmail.com;100000;1;Partial College;Professional;Y
19695;MR.;ANGEL;GONZALEZ;18.12.1962;M;M;angel31@gmail.com;100000;1;Partial College;Professional;Y
19696;MR.;ADAM;PATTERSON;9.02.1962;M;M;adam8@gmail.com;120000;1;Partial College;Professional;Y
19697;MRS.;ISABELLA;WOOD;28.05.1962;S;F;isabella13@gmail.com;120000;1;High School;Professional;Y
19698;MRS.;STEPHANIE;BARNES;2.05.1962;M;F;stephanie30@gmail.com;130000;1;Bachelors;Management;Y
19700;MR.;GABRIEL;HALL;13.07.1961;M;M;gabriel52@gmail.com;110000;1;Partial College;Professional;Y
19702;MR.;EDWARD;DIAZ;2.10.1955;M;M;edward70@gmail.com;60000;2;High School;Professional;N
19703;MRS.;KATELYN;BAKER;2.10.1955;M;F;katelyn40@gmail.com;60000;2;High School;Professional;N
19704;MR.;NATHAN;COLLINS;26.06.1955;M;M;nathan32@gmail.com;60000;2;High School;Professional;N
19705;MRS.;ANNA;HUGHES;2.03.1955;S;F;anna36@gmail.com;70000;4;High School;Professional;Y
19706;MR.;BENJAMIN;DIAZ;12.10.1955;S;M;benjamin23@gmail.com;80000;3;Partial College;Professional;Y
19707;MR.;COLE;COOPER;23.07.1954;M;M;cole10@gmail.com;80000;2;Partial High School;Skilled Manual;Y
19708;MRS.;APRIL;LUO;9.09.1935;M;F;april5@gmail.com;80000;4;Graduate Degree;Management;Y
19709;MR.;CHRISTIAN;MARTIN;20.05.1936;M;M;christian50@gmail.com;40000;3;Partial College;Professional;N
19710;MRS.;ARIANNA;GONZALES;7.10.1960;S;F;arianna15@gmail.com;80000;5;Partial College;Professional;Y
19711;MR.;DEVIN;COOPER;25.11.1960;S;M;devin76@gmail.com;100000;3;Partial College;Professional;N
19712;MR.;ERIC;PHILLIPS;23.11.1960;M;M;eric48@gmail.com;100000;0;Partial College;Professional;Y
19713;MS.;MORGAN;STEWART;8.08.1960;M;F;morgan46@gmail.com;100000;0;Partial College;Professional;Y
19714;MRS.;ANGELA;PRICE;27.03.1960;S;F;angela2@gmail.com;120000;1;High School;Professional;Y
19715;MR.;ELIJAH;PARKER;7.06.1960;M;M;elijah28@gmail.com;120000;1;High School;Professional;N
19716;MR.;LOGAN;MARTIN;26.04.1954;S;M;logan66@gmail.com;60000;3;Partial High School;Skilled Manual;Y
19717;MR.;EDWARD;HILL;6.08.1954;S;M;edward5@gmail.com;60000;3;Partial High School;Skilled Manual;Y
19718;MRS.;TAYLOR;BUTLER;13.05.1954;M;F;taylor39@gmail.com;70000;3;High School;Professional;Y
19719;MR.;HUNTER;BAKER;19.02.1953;S;M;hunter42@gmail.com;70000;3;Graduate Degree;Management;Y
19720;MRS.;KAITLYN;PHILLIPS;21.09.1953;M;F;kaitlyn4@gmail.com;70000;3;Graduate Degree;Management;Y
19721;MR.;NOAH;ALLEN;12.04.1953;S;M;noah71@gmail.com;70000;3;Graduate Degree;Management;Y
19722;MR.;DALTON;BAILEY;13.09.1953;M;M;dalton87@gmail.com;70000;3;Graduate Degree;Management;Y
19723;MRS.;OLIVIA;RUSSELL;9.08.1953;M;F;olivia65@gmail.com;70000;3;Graduate Degree;Management;Y
19724;MR.;BRYCE;MORRIS;12.03.1953;S;M;bryce17@gmail.com;60000;3;Graduate Degree;Management;Y
19725;MRS.;ALEXANDRIA;RAMIREZ;4.10.1952;M;F;alexandria30@gmail.com;40000;3;Partial College;Professional;N
19726;MR.;JAVIER;RUBIO;3.04.1937;M;M;javier14@gmail.com;60000;3;Graduate Degree;Management;Y
19727;MRS.;NATASHA;VAZQUEZ;28.03.1937;M;F;natasha14@gmail.com;60000;3;Graduate Degree;Management;N
19728;MR.;WYATT;EDWARDS;11.10.1938;M;M;wyatt47@gmail.com;60000;3;Graduate Degree;Management;Y
19729;MRS.;NICOLE;PATTERSON;2.05.1938;M;F;nicole59@gmail.com;60000;3;Graduate Degree;Management;Y
19730;MR.;RICARDO;BLACK;21.08.1938;M;M;ricardo19@gmail.com;70000;5;Graduate Degree;Management;N
19731;MR.;JONATHAN;ALLEN;21.06.1938;M;M;jonathan53@gmail.com;80000;4;Graduate Degree;Management;Y
19732;MR.;KYLE;HILL;18.05.1939;S;M;kyle41@gmail.com;60000;3;Graduate Degree;Management;Y
19733;MRS.;CAITLIN;WATSON;21.10.1939;M;F;caitlin0@gmail.com;60000;3;Graduate Degree;Management;Y
19734;MRS.;NATALIE;WEISMAN;11.06.1939;M;F;natalie80@gmail.com;60000;3;Graduate Degree;Management;Y
19735;MRS.;MACKENZIE;REED;14.10.1939;M;F;mackenzie19@gmail.com;70000;5;Graduate Degree;Management;Y
19736;MRS.;RACHEL;KELLY;28.02.1940;M;F;rachel45@gmail.com;70000;5;Graduate Degree;Management;Y
19737;MRS.;ERIN;RAMIREZ;19.08.1940;S;F;erin11@gmail.com;70000;5;Graduate Degree;Management;Y
19738;MR.;HENRY;MARTINEZ;25.07.1940;M;M;henry19@gmail.com;70000;5;Graduate Degree;Management;N
19739;MR.;LUCAS;PERRY;2.02.1940;M;M;lucas57@gmail.com;70000;5;Graduate Degree;Management;Y
19740;MRS.;CONNIE;LIANG;21.11.1940;S;F;connie2@gmail.com;70000;5;Graduate Degree;Management;Y
19741;MRS.;MARÍA;RIVERA;21.11.1940;S;F;maría10@gmail.com;80000;4;Graduate Degree;Management;Y
19742;MRS.;ALEXIA;RUSSELL;11.06.1941;M;F;alexia16@gmail.com;50000;4;Bachelors;Management;Y
19743;MRS.;HOLLY;RANA;10.08.1941;S;F;holly10@gmail.com;60000;3;Graduate Degree;Management;Y
19744;MRS.;TAMARA;CAI;3.08.1941;M;F;tamara10@gmail.com;60000;3;Graduate Degree;Management;Y
19745;MRS.;KAYLA;SIMMONS;18.09.1941;M;F;kayla39@gmail.com;60000;3;Graduate Degree;Management;Y
19746;MRS.;STEPHANIE;SANDERS;21.08.1941;M;F;stephanie27@gmail.com;70000;5;Graduate Degree;Management;Y
19747;MR.;LOUIS;RAI;19.12.1942;M;M;louis33@gmail.com;50000;4;Bachelors;Management;Y
19748;MR.;CORY;PRASAD;21.06.1946;M;M;cory7@gmail.com;20000;4;High School;Skilled Manual;N
19749;MS.;NATALIE;JACKSON;16.09.1978;S;F;natalie79@gmail.com;70000;0;Partial College;Skilled Manual;N
19750;MR.;MIGUEL;FLORES;5.06.1977;S;M;miguel58@gmail.com;40000;0;Partial High School;Clerical;N
19751;MS.;KAYLEE;HALL;6.07.1977;S;F;kaylee45@gmail.com;40000;0;Partial High School;Clerical;N
19752;MRS.;EBONY;MADAN;26.09.1948;M;F;ebony7@gmail.com;20000;4;High School;Skilled Manual;Y
19753;MRS.;LISA;GAO;21.05.1948;M;F;lisa18@gmail.com;20000;4;High School;Skilled Manual;N
19754;MR.;FRANCISCO;RANA;22.07.1977;S;M;francisco12@gmail.com;40000;0;Partial College;Skilled Manual;N
19755;MS.;LAUREN;FOSTER;24.06.1977;M;F;lauren62@gmail.com;40000;0;Partial College;Skilled Manual;Y
19756;MR.;NICOLAS;YUAN;3.08.1977;S;M;nicolas4@gmail.com;60000;0;Partial College;Skilled Manual;Y
19757;MS.;ALLISON;ALLEN;9.05.1976;M;F;allison45@gmail.com;60000;0;Partial College;Skilled Manual;N
19758;MR.;ALEX;WRIGHT;25.12.1976;S;M;alex50@gmail.com;60000;0;Partial College;Skilled Manual;N
